binned_coordinates,updated_type,updated_subtype,hour,alert_count,binned_longitude,binned_latitude
"(-87.71, 41.94)",Accident,Minor,14:00,4,-87.71,41.94
"(-87.64, 41.86)",Accident,Minor,14:00,4,-87.64,41.86
"(-87.63, 41.85)",Accident,Minor,14:00,4,-87.63,41.85
"(-87.62, 41.87)",Accident,Minor,14:00,4,-87.62,41.87
"(-87.77, 41.87)",Accident,Minor,14:00,3,-87.77,41.87
"(-87.67, 41.92)",Accident,Minor,15:00,6,-87.67,41.92
"(-87.64, 41.85)",Accident,Minor,15:00,6,-87.64,41.85
"(-87.62, 41.9)",Accident,Minor,15:00,6,-87.62,41.9
"(-87.63, 41.81)",Accident,Minor,15:00,5,-87.63,41.81
"(-87.66, 41.9)",Accident,Minor,15:00,4,-87.66,41.9
"(-87.65, 41.89)",Accident,Minor,15:00,4,-87.65,41.89
"(-87.64, 41.86)",Accident,Minor,15:00,4,-87.64,41.86
"(-87.88, 41.98)",Accident,Minor,15:00,3,-87.88,41.98
"(-87.69, 41.93)",Accident,Minor,15:00,3,-87.69,41.93
"(-87.68, 41.92)",Accident,Minor,15:00,3,-87.68,41.92
"(-87.64, 41.85)",Accident,Minor,16:00,5,-87.64,41.85
"(-87.64, 41.86)",Accident,Minor,16:00,5,-87.64,41.86
"(-87.65, 41.89)",Accident,Minor,16:00,4,-87.65,41.89
"(-87.62, 41.9)",Accident,Minor,16:00,4,-87.62,41.9
"(-87.72, 41.95)",Accident,Minor,16:00,3,-87.72,41.95
"(-87.67, 41.92)",Accident,Minor,16:00,3,-87.67,41.92
"(-87.66, 41.9)",Accident,Minor,16:00,3,-87.66,41.9
"(-87.8, 41.98)",Accident,Minor,16:00,2,-87.8,41.98
"(-87.78, 41.98)",Accident,Minor,16:00,2,-87.78,41.98
"(-87.77, 41.96)",Accident,Minor,16:00,2,-87.77,41.96
"(-87.62, 41.9)",Accident,Minor,17:00,8,-87.62,41.9
"(-87.65, 41.89)",Accident,Minor,17:00,5,-87.65,41.89
"(-87.66, 41.9)",Accident,Minor,17:00,3,-87.66,41.9
"(-87.81, 41.98)",Accident,Minor,17:00,2,-87.81,41.98
"(-87.8, 41.98)",Accident,Minor,17:00,2,-87.8,41.98
"(-87.77, 41.98)",Accident,Minor,17:00,2,-87.77,41.98
"(-87.75, 41.96)",Accident,Minor,17:00,2,-87.75,41.96
"(-87.71, 41.94)",Accident,Minor,17:00,2,-87.71,41.94
"(-87.68, 41.93)",Accident,Minor,17:00,2,-87.68,41.93
"(-87.67, 41.92)",Accident,Minor,17:00,2,-87.67,41.92
"(-87.64, 41.87)",Accident,Minor,18:00,6,-87.64,41.87
"(-87.65, 41.89)",Accident,Minor,18:00,5,-87.65,41.89
"(-87.73, 41.95)",Accident,Minor,18:00,4,-87.73,41.95
"(-87.65, 41.88)",Accident,Minor,18:00,4,-87.65,41.88
"(-87.63, 41.84)",Accident,Minor,18:00,4,-87.63,41.84
"(-87.66, 41.91)",Accident,Minor,18:00,3,-87.66,41.91
"(-87.64, 41.85)",Accident,Minor,18:00,3,-87.64,41.85
"(-87.6, 41.71)",Accident,Minor,18:00,3,-87.6,41.71
"(-87.76, 41.8)",Accident,Minor,18:00,2,-87.76,41.8
"(-87.76, 41.97)",Accident,Minor,18:00,2,-87.76,41.97
"(-87.66, 41.9)",Accident,Minor,19:00,7,-87.66,41.9
"(-87.65, 41.89)",Accident,Minor,19:00,5,-87.65,41.89
"(-87.7, 41.83)",Accident,Minor,19:00,4,-87.7,41.83
"(-87.65, 41.88)",Accident,Minor,19:00,4,-87.65,41.88
"(-87.65, 41.99)",Accident,Minor,19:00,4,-87.65,41.99
"(-87.74, 41.96)",Accident,Minor,19:00,3,-87.74,41.96
"(-87.66, 41.91)",Accident,Minor,19:00,3,-87.66,41.91
"(-87.64, 41.86)",Accident,Minor,19:00,3,-87.64,41.86
"(-87.63, 41.83)",Accident,Minor,19:00,3,-87.63,41.83
"(-87.63, 41.84)",Accident,Minor,19:00,3,-87.63,41.84
"(-87.65, 41.88)",Accident,Minor,20:00,6,-87.65,41.88
"(-87.64, 41.87)",Accident,Minor,20:00,6,-87.64,41.87
"(-87.74, 41.96)",Accident,Minor,20:00,5,-87.74,41.96
"(-87.65, 41.89)",Accident,Minor,20:00,5,-87.65,41.89
"(-87.75, 41.96)",Accident,Minor,20:00,4,-87.75,41.96
"(-87.75, 41.97)",Accident,Minor,20:00,4,-87.75,41.97
"(-87.66, 41.88)",Accident,Minor,20:00,4,-87.66,41.88
"(-87.64, 41.86)",Accident,Minor,20:00,4,-87.64,41.86
"(-87.79, 41.98)",Accident,Minor,20:00,3,-87.79,41.98
"(-87.76, 41.97)",Accident,Minor,20:00,3,-87.76,41.97
"(-87.65, 41.88)",Accident,Minor,21:00,8,-87.65,41.88
"(-87.64, 41.85)",Accident,Minor,21:00,7,-87.64,41.85
"(-87.64, 41.86)",Accident,Minor,21:00,7,-87.64,41.86
"(-87.65, 41.89)",Accident,Minor,21:00,6,-87.65,41.89
"(-87.77, 41.87)",Accident,Minor,21:00,5,-87.77,41.87
"(-87.74, 41.96)",Accident,Minor,21:00,5,-87.74,41.96
"(-87.73, 41.87)",Accident,Minor,21:00,5,-87.73,41.87
"(-87.71, 41.94)",Accident,Minor,21:00,4,-87.71,41.94
"(-87.69, 41.88)",Accident,Minor,21:00,4,-87.69,41.88
"(-87.63, 41.82)",Accident,Minor,21:00,4,-87.63,41.82
"(-87.72, 41.95)",Accident,Minor,22:00,8,-87.72,41.95
"(-87.65, 41.87)",Accident,Minor,22:00,6,-87.65,41.87
"(-87.65, 41.88)",Accident,Minor,22:00,6,-87.65,41.88
"(-87.79, 41.98)",Accident,Minor,22:00,5,-87.79,41.98
"(-87.74, 41.96)",Accident,Minor,22:00,5,-87.74,41.96
"(-87.67, 41.88)",Accident,Minor,22:00,4,-87.67,41.88
"(-87.65, 41.89)",Accident,Minor,22:00,4,-87.65,41.89
"(-87.64, 41.86)",Accident,Minor,22:00,4,-87.64,41.86
"(-87.63, 41.79)",Accident,Minor,22:00,4,-87.63,41.79
"(-87.77, 41.98)",Accident,Minor,22:00,3,-87.77,41.98
"(-87.66, 41.84)",Accident,Minor,23:00,6,-87.66,41.84
"(-87.72, 41.95)",Accident,Minor,23:00,5,-87.72,41.95
"(-87.65, 41.88)",Accident,Minor,23:00,5,-87.65,41.88
"(-87.63, 41.79)",Accident,Minor,23:00,5,-87.63,41.79
"(-87.78, 41.87)",Accident,Minor,23:00,4,-87.78,41.87
"(-87.76, 41.97)",Accident,Minor,23:00,4,-87.76,41.97
"(-87.66, 41.9)",Accident,Minor,23:00,4,-87.66,41.9
"(-87.75, 41.87)",Accident,Minor,23:00,3,-87.75,41.87
"(-87.74, 41.96)",Accident,Minor,23:00,3,-87.74,41.96
"(-87.7, 41.92)",Accident,Minor,23:00,3,-87.7,41.92
"(-87.62, 41.9)",Accident,Unclassified,00:00,32,-87.62,41.9
"(-87.65, 41.89)",Accident,Unclassified,00:00,27,-87.65,41.89
"(-87.65, 41.88)",Accident,Unclassified,00:00,24,-87.65,41.88
"(-87.64, 41.86)",Accident,Unclassified,00:00,21,-87.64,41.86
"(-87.64, 41.87)",Accident,Unclassified,00:00,20,-87.64,41.87
"(-87.66, 41.9)",Accident,Unclassified,00:00,18,-87.66,41.9
"(-87.64, 41.85)",Accident,Unclassified,00:00,17,-87.64,41.85
"(-87.63, 41.76)",Accident,Unclassified,00:00,17,-87.63,41.76
"(-87.67, 41.92)",Accident,Unclassified,00:00,16,-87.67,41.92
"(-87.79, 41.98)",Accident,Unclassified,00:00,15,-87.79,41.98
"(-87.66, 41.9)",Accident,Unclassified,01:00,25,-87.66,41.9
"(-87.65, 41.88)",Accident,Unclassified,01:00,23,-87.65,41.88
"(-87.65, 41.89)",Accident,Unclassified,01:00,21,-87.65,41.89
"(-87.64, 41.87)",Accident,Unclassified,01:00,17,-87.64,41.87
"(-87.62, 41.9)",Accident,Unclassified,01:00,15,-87.62,41.9
"(-87.67, 41.92)",Accident,Unclassified,01:00,14,-87.67,41.92
"(-87.66, 41.91)",Accident,Unclassified,01:00,12,-87.66,41.91
"(-87.64, 41.86)",Accident,Unclassified,01:00,12,-87.64,41.86
"(-87.67, 41.91)",Accident,Unclassified,01:00,11,-87.67,41.91
"(-87.63, 41.91)",Accident,Unclassified,01:00,11,-87.63,41.91
"(-87.66, 41.9)",Accident,Unclassified,02:00,26,-87.66,41.9
"(-87.62, 41.9)",Accident,Unclassified,02:00,21,-87.62,41.9
"(-87.65, 41.88)",Accident,Unclassified,02:00,17,-87.65,41.88
"(-87.65, 41.89)",Accident,Unclassified,02:00,16,-87.65,41.89
"(-87.64, 41.86)",Accident,Unclassified,02:00,16,-87.64,41.86
"(-87.64, 41.85)",Accident,Unclassified,02:00,14,-87.64,41.85
"(-87.64, 41.87)",Accident,Unclassified,02:00,14,-87.64,41.87
"(-87.62, 41.88)",Accident,Unclassified,02:00,13,-87.62,41.88
"(-87.67, 41.91)",Accident,Unclassified,02:00,10,-87.67,41.91
"(-87.76, 41.97)",Accident,Unclassified,02:00,9,-87.76,41.97
"(-87.65, 41.89)",Accident,Unclassified,03:00,25,-87.65,41.89
"(-87.66, 41.9)",Accident,Unclassified,03:00,21,-87.66,41.9
"(-87.64, 41.86)",Accident,Unclassified,03:00,18,-87.64,41.86
"(-87.65, 41.88)",Accident,Unclassified,03:00,17,-87.65,41.88
"(-87.64, 41.85)",Accident,Unclassified,03:00,16,-87.64,41.85
"(-87.62, 41.9)",Accident,Unclassified,03:00,16,-87.62,41.9
"(-87.66, 41.91)",Accident,Unclassified,03:00,14,-87.66,41.91
"(-87.67, 41.92)",Accident,Unclassified,03:00,13,-87.67,41.92
"(-87.65, 41.87)",Accident,Unclassified,03:00,12,-87.65,41.87
"(-87.63, 41.81)",Accident,Unclassified,03:00,11,-87.63,41.81
"(-87.65, 41.88)",Accident,Unclassified,04:00,21,-87.65,41.88
"(-87.66, 41.9)",Accident,Unclassified,04:00,17,-87.66,41.9
"(-87.62, 41.9)",Accident,Unclassified,04:00,16,-87.62,41.9
"(-87.65, 41.89)",Accident,Unclassified,04:00,15,-87.65,41.89
"(-87.64, 41.85)",Accident,Unclassified,04:00,14,-87.64,41.85
"(-87.64, 41.88)",Accident,Unclassified,04:00,11,-87.64,41.88
"(-87.63, 41.81)",Accident,Unclassified,04:00,11,-87.63,41.81
"(-87.66, 41.88)",Accident,Unclassified,04:00,10,-87.66,41.88
"(-87.64, 41.87)",Accident,Unclassified,04:00,10,-87.64,41.87
"(-87.64, 41.86)",Accident,Unclassified,04:00,9,-87.64,41.86
"(-87.65, 41.88)",Accident,Unclassified,05:00,14,-87.65,41.88
"(-87.66, 41.9)",Accident,Unclassified,05:00,10,-87.66,41.9
"(-87.64, 41.86)",Accident,Unclassified,05:00,10,-87.64,41.86
"(-87.63, 41.79)",Accident,Unclassified,05:00,10,-87.63,41.79
"(-87.62, 41.9)",Accident,Unclassified,05:00,10,-87.62,41.9
"(-87.64, 41.85)",Accident,Unclassified,05:00,9,-87.64,41.85
"(-87.63, 41.81)",Accident,Unclassified,05:00,9,-87.63,41.81
"(-87.63, 41.82)",Accident,Unclassified,05:00,9,-87.63,41.82
"(-87.74, 41.82)",Accident,Unclassified,05:00,7,-87.74,41.82
"(-87.79, 41.98)",Accident,Unclassified,05:00,5,-87.79,41.98
"(-87.62, 41.9)",Accident,Unclassified,06:00,10,-87.62,41.9
"(-87.63, 41.84)",Accident,Unclassified,06:00,8,-87.63,41.84
"(-87.64, 41.85)",Accident,Unclassified,06:00,7,-87.64,41.85
"(-87.65, 41.88)",Accident,Unclassified,06:00,6,-87.65,41.88
"(-87.64, 41.86)",Accident,Unclassified,06:00,6,-87.64,41.86
"(-87.63, 41.79)",Accident,Unclassified,06:00,6,-87.63,41.79
"(-87.74, 41.82)",Accident,Unclassified,06:00,5,-87.74,41.82
"(-87.67, 41.92)",Accident,Unclassified,06:00,5,-87.67,41.92
"(-87.63, 41.78)",Accident,Unclassified,06:00,5,-87.63,41.78
"(-87.75, 41.97)",Accident,Unclassified,06:00,4,-87.75,41.97
"(-87.63, 41.78)",Accident,Unclassified,07:00,10,-87.63,41.78
"(-87.63, 41.81)",Accident,Unclassified,07:00,10,-87.63,41.81
"(-87.63, 41.84)",Accident,Unclassified,07:00,9,-87.63,41.84
"(-87.72, 41.95)",Accident,Unclassified,07:00,8,-87.72,41.95
"(-87.63, 41.8)",Accident,Unclassified,07:00,7,-87.63,41.8
"(-87.62, 41.73)",Accident,Unclassified,07:00,7,-87.62,41.73
"(-87.66, 41.9)",Accident,Unclassified,07:00,6,-87.66,41.9
"(-87.64, 41.85)",Accident,Unclassified,07:00,6,-87.64,41.85
"(-87.62, 41.9)",Accident,Unclassified,07:00,6,-87.62,41.9
"(-87.65, 41.88)",Accident,Unclassified,07:00,5,-87.65,41.88
"(-87.62, 41.9)",Accident,Unclassified,08:00,6,-87.62,41.9
"(-87.64, 41.85)",Accident,Unclassified,08:00,5,-87.64,41.85
"(-87.64, 41.87)",Accident,Unclassified,08:00,5,-87.64,41.87
"(-87.63, 41.76)",Accident,Unclassified,08:00,5,-87.63,41.76
"(-87.63, 41.78)",Accident,Unclassified,08:00,5,-87.63,41.78
"(-87.63, 41.81)",Accident,Unclassified,08:00,5,-87.63,41.81
"(-87.63, 41.84)",Accident,Unclassified,08:00,5,-87.63,41.84
"(-87.63, 41.91)",Accident,Unclassified,08:00,5,-87.63,41.91
"(-87.74, 41.82)",Accident,Unclassified,08:00,4,-87.74,41.82
"(-87.65, 41.88)",Accident,Unclassified,08:00,4,-87.65,41.88
"(-87.63, 41.78)",Accident,Unclassified,09:00,10,-87.63,41.78
"(-87.63, 41.84)",Accident,Unclassified,09:00,9,-87.63,41.84
"(-87.63, 41.81)",Accident,Unclassified,09:00,8,-87.63,41.81
"(-87.62, 41.9)",Accident,Unclassified,09:00,7,-87.62,41.9
"(-87.63, 41.76)",Accident,Unclassified,09:00,6,-87.63,41.76
"(-87.63, 41.79)",Accident,Unclassified,09:00,5,-87.63,41.79
"(-87.59, 41.66)",Accident,Unclassified,09:00,5,-87.59,41.66
"(-87.66, 41.9)",Accident,Unclassified,09:00,4,-87.66,41.9
"(-87.65, 41.89)",Accident,Unclassified,09:00,4,-87.65,41.89
"(-87.64, 41.87)",Accident,Unclassified,09:00,4,-87.64,41.87
"(-87.8, 41.98)",Accident,Unclassified,10:00,13,-87.8,41.98
"(-87.63, 41.84)",Accident,Unclassified,10:00,10,-87.63,41.84
"(-87.64, 41.85)",Accident,Unclassified,10:00,9,-87.64,41.85
"(-87.63, 41.81)",Accident,Unclassified,10:00,9,-87.63,41.81
"(-87.63, 41.82)",Accident,Unclassified,10:00,9,-87.63,41.82
"(-87.71, 41.94)",Accident,Unclassified,10:00,8,-87.71,41.94
"(-87.62, 41.73)",Accident,Unclassified,10:00,8,-87.62,41.73
"(-87.65, 41.88)",Accident,Unclassified,10:00,7,-87.65,41.88
"(-87.65, 41.89)",Accident,Unclassified,10:00,7,-87.65,41.89
"(-87.63, 41.78)",Accident,Unclassified,10:00,7,-87.63,41.78
"(-87.62, 41.9)",Accident,Unclassified,11:00,21,-87.62,41.9
"(-87.63, 41.81)",Accident,Unclassified,11:00,19,-87.63,41.81
"(-87.63, 41.84)",Accident,Unclassified,11:00,19,-87.63,41.84
"(-87.63, 41.82)",Accident,Unclassified,11:00,16,-87.63,41.82
"(-87.67, 41.92)",Accident,Unclassified,11:00,13,-87.67,41.92
"(-87.64, 41.86)",Accident,Unclassified,11:00,12,-87.64,41.86
"(-87.75, 41.97)",Accident,Unclassified,11:00,11,-87.75,41.97
"(-87.64, 41.85)",Accident,Unclassified,11:00,11,-87.64,41.85
"(-87.64, 41.87)",Accident,Unclassified,11:00,11,-87.64,41.87
"(-87.74, 41.82)",Accident,Unclassified,11:00,10,-87.74,41.82
"(-87.64, 41.85)",Accident,Unclassified,12:00,27,-87.64,41.85
"(-87.75, 41.97)",Accident,Unclassified,12:00,23,-87.75,41.97
"(-87.62, 41.9)",Accident,Unclassified,12:00,22,-87.62,41.9
"(-87.74, 41.96)",Accident,Unclassified,12:00,19,-87.74,41.96
"(-87.64, 41.86)",Accident,Unclassified,12:00,18,-87.64,41.86
"(-87.73, 41.95)",Accident,Unclassified,12:00,17,-87.73,41.95
"(-87.76, 41.97)",Accident,Unclassified,12:00,16,-87.76,41.97
"(-87.7, 41.93)",Accident,Unclassified,12:00,16,-87.7,41.93
"(-87.63, 41.85)",Accident,Unclassified,12:00,16,-87.63,41.85
"(-87.8, 41.98)",Accident,Unclassified,12:00,15,-87.8,41.98
"(-87.74, 41.96)",Accident,Unclassified,13:00,31,-87.74,41.96
"(-87.64, 41.85)",Accident,Unclassified,13:00,25,-87.64,41.85
"(-87.65, 41.88)",Accident,Unclassified,13:00,24,-87.65,41.88
"(-87.74, 41.82)",Accident,Unclassified,13:00,21,-87.74,41.82
"(-87.63, 41.81)",Accident,Unclassified,13:00,20,-87.63,41.81
"(-87.73, 41.95)",Accident,Unclassified,13:00,19,-87.73,41.95
"(-87.65, 41.89)",Accident,Unclassified,13:00,19,-87.65,41.89
"(-87.79, 41.98)",Accident,Unclassified,13:00,18,-87.79,41.98
"(-87.7, 41.93)",Accident,Unclassified,13:00,18,-87.7,41.93
"(-87.63, 41.85)",Accident,Unclassified,13:00,18,-87.63,41.85
"(-87.71, 41.94)",Accident,Unclassified,14:00,23,-87.71,41.94
"(-87.63, 41.81)",Accident,Unclassified,14:00,23,-87.63,41.81
"(-87.62, 41.9)",Accident,Unclassified,14:00,21,-87.62,41.9
"(-87.63, 41.84)",Accident,Unclassified,14:00,18,-87.63,41.84
"(-87.7, 41.93)",Accident,Unclassified,14:00,17,-87.7,41.93
"(-87.63, 41.82)",Accident,Unclassified,14:00,17,-87.63,41.82
"(-87.63, 41.83)",Accident,Unclassified,14:00,17,-87.63,41.83
"(-87.63, 41.85)",Accident,Unclassified,14:00,17,-87.63,41.85
"(-87.76, 41.97)",Accident,Unclassified,14:00,16,-87.76,41.97
"(-87.79, 41.98)",Accident,Unclassified,14:00,15,-87.79,41.98
"(-87.65, 41.89)",Accident,Unclassified,15:00,19,-87.65,41.89
"(-87.7, 41.93)",Accident,Unclassified,15:00,17,-87.7,41.93
"(-87.65, 41.88)",Accident,Unclassified,15:00,16,-87.65,41.88
"(-87.78, 41.98)",Accident,Unclassified,15:00,14,-87.78,41.98
"(-87.71, 41.94)",Accident,Unclassified,15:00,14,-87.71,41.94
"(-87.63, 41.83)",Accident,Unclassified,15:00,14,-87.63,41.83
"(-87.74, 41.82)",Accident,Unclassified,15:00,13,-87.74,41.82
"(-87.72, 41.95)",Accident,Unclassified,15:00,13,-87.72,41.95
"(-87.66, 41.9)",Accident,Unclassified,15:00,13,-87.66,41.9
"(-87.64, 41.85)",Accident,Unclassified,15:00,13,-87.64,41.85
"(-87.66, 41.9)",Accident,Unclassified,16:00,24,-87.66,41.9
"(-87.64, 41.85)",Accident,Unclassified,16:00,21,-87.64,41.85
"(-87.62, 41.9)",Accident,Unclassified,16:00,18,-87.62,41.9
"(-87.64, 41.87)",Accident,Unclassified,16:00,17,-87.64,41.87
"(-87.75, 41.97)",Accident,Unclassified,16:00,16,-87.75,41.97
"(-87.64, 41.86)",Accident,Unclassified,16:00,16,-87.64,41.86
"(-87.65, 41.89)",Accident,Unclassified,16:00,15,-87.65,41.89
"(-87.65, 41.88)",Accident,Unclassified,16:00,14,-87.65,41.88
"(-87.78, 41.98)",Accident,Unclassified,16:00,12,-87.78,41.98
"(-87.74, 41.96)",Accident,Unclassified,16:00,12,-87.74,41.96
"(-87.65, 41.88)",Accident,Unclassified,17:00,29,-87.65,41.88
"(-87.66, 41.9)",Accident,Unclassified,17:00,28,-87.66,41.9
"(-87.62, 41.9)",Accident,Unclassified,17:00,26,-87.62,41.9
"(-87.75, 41.97)",Accident,Unclassified,17:00,22,-87.75,41.97
"(-87.65, 41.89)",Accident,Unclassified,17:00,22,-87.65,41.89
"(-87.64, 41.86)",Accident,Unclassified,17:00,21,-87.64,41.86
"(-87.64, 41.85)",Accident,Unclassified,17:00,19,-87.64,41.85
"(-87.67, 41.88)",Accident,Unclassified,17:00,18,-87.67,41.88
"(-87.76, 41.97)",Accident,Unclassified,17:00,15,-87.76,41.97
"(-87.63, 41.84)",Accident,Unclassified,17:00,15,-87.63,41.84
"(-87.65, 41.88)",Accident,Unclassified,18:00,35,-87.65,41.88
"(-87.66, 41.9)",Accident,Unclassified,18:00,23,-87.66,41.9
"(-87.62, 41.9)",Accident,Unclassified,18:00,20,-87.62,41.9
"(-87.75, 41.98)",Accident,Unclassified,18:00,19,-87.75,41.98
"(-87.66, 41.84)",Accident,Unclassified,18:00,18,-87.66,41.84
"(-87.65, 41.89)",Accident,Unclassified,18:00,18,-87.65,41.89
"(-87.64, 41.87)",Accident,Unclassified,18:00,18,-87.64,41.87
"(-87.72, 41.95)",Accident,Unclassified,18:00,17,-87.72,41.95
"(-87.64, 41.86)",Accident,Unclassified,18:00,17,-87.64,41.86
"(-87.63, 41.76)",Accident,Unclassified,18:00,17,-87.63,41.76
"(-87.66, 41.9)",Accident,Unclassified,19:00,40,-87.66,41.9
"(-87.65, 41.88)",Accident,Unclassified,19:00,38,-87.65,41.88
"(-87.66, 41.84)",Accident,Unclassified,19:00,27,-87.66,41.84
"(-87.63, 41.79)",Accident,Unclassified,19:00,25,-87.63,41.79
"(-87.74, 41.96)",Accident,Unclassified,19:00,23,-87.74,41.96
"(-87.65, 41.89)",Accident,Unclassified,19:00,23,-87.65,41.89
"(-87.63, 41.78)",Accident,Unclassified,19:00,23,-87.63,41.78
"(-87.78, 41.98)",Accident,Unclassified,19:00,22,-87.78,41.98
"(-87.64, 41.87)",Accident,Unclassified,19:00,22,-87.64,41.87
"(-87.7, 41.83)",Accident,Unclassified,19:00,21,-87.7,41.83
"(-87.66, 41.9)",Accident,Unclassified,20:00,56,-87.66,41.9
"(-87.65, 41.89)",Accident,Unclassified,20:00,55,-87.65,41.89
"(-87.65, 41.88)",Accident,Unclassified,20:00,43,-87.65,41.88
"(-87.64, 41.87)",Accident,Unclassified,20:00,35,-87.64,41.87
"(-87.64, 41.86)",Accident,Unclassified,20:00,31,-87.64,41.86
"(-87.75, 41.97)",Accident,Unclassified,20:00,27,-87.75,41.97
"(-87.69, 41.93)",Accident,Unclassified,20:00,27,-87.69,41.93
"(-87.64, 41.85)",Accident,Unclassified,20:00,27,-87.64,41.85
"(-87.63, 41.81)",Accident,Unclassified,20:00,27,-87.63,41.81
"(-87.62, 41.88)",Accident,Unclassified,20:00,27,-87.62,41.88
"(-87.66, 41.9)",Accident,Unclassified,21:00,123,-87.66,41.9
"(-87.65, 41.88)",Accident,Unclassified,21:00,65,-87.65,41.88
"(-87.65, 41.89)",Accident,Unclassified,21:00,40,-87.65,41.89
"(-87.64, 41.86)",Accident,Unclassified,21:00,36,-87.64,41.86
"(-87.62, 41.9)",Accident,Unclassified,21:00,36,-87.62,41.9
"(-87.64, 41.87)",Accident,Unclassified,21:00,34,-87.64,41.87
"(-87.62, 41.88)",Accident,Unclassified,21:00,31,-87.62,41.88
"(-87.67, 41.88)",Accident,Unclassified,21:00,30,-87.67,41.88
"(-87.66, 41.88)",Accident,Unclassified,21:00,28,-87.66,41.88
"(-87.64, 41.85)",Accident,Unclassified,21:00,28,-87.64,41.85
"(-87.65, 41.88)",Accident,Unclassified,22:00,69,-87.65,41.88
"(-87.65, 41.89)",Accident,Unclassified,22:00,41,-87.65,41.89
"(-87.61, 41.89)",Accident,Unclassified,22:00,39,-87.61,41.89
"(-87.66, 41.9)",Accident,Unclassified,22:00,36,-87.66,41.9
"(-87.75, 41.97)",Accident,Unclassified,22:00,33,-87.75,41.97
"(-87.62, 41.9)",Accident,Unclassified,22:00,33,-87.62,41.9
"(-87.64, 41.87)",Accident,Unclassified,22:00,32,-87.64,41.87
"(-87.63, 41.79)",Accident,Unclassified,22:00,32,-87.63,41.79
"(-87.72, 41.87)",Accident,Unclassified,22:00,29,-87.72,41.87
"(-87.62, 41.87)",Accident,Unclassified,22:00,28,-87.62,41.87
"(-87.66, 41.9)",Accident,Unclassified,23:00,37,-87.66,41.9
"(-87.65, 41.89)",Accident,Unclassified,23:00,37,-87.65,41.89
"(-87.65, 41.88)",Accident,Unclassified,23:00,35,-87.65,41.88
"(-87.62, 41.9)",Accident,Unclassified,23:00,31,-87.62,41.9
"(-87.64, 41.86)",Accident,Unclassified,23:00,29,-87.64,41.86
"(-87.64, 41.87)",Accident,Unclassified,23:00,26,-87.64,41.87
"(-87.63, 41.79)",Accident,Unclassified,23:00,23,-87.63,41.79
"(-87.63, 41.91)",Accident,Unclassified,23:00,22,-87.63,41.91
"(-87.62, 41.87)",Accident,Unclassified,23:00,22,-87.62,41.87
"(-87.62, 41.88)",Accident,Unclassified,23:00,22,-87.62,41.88
"(-87.65, 41.89)",Hazard,On Road,00:00,71,-87.65,41.89
"(-87.65, 41.88)",Hazard,On Road,00:00,70,-87.65,41.88
"(-87.64, 41.86)",Hazard,On Road,00:00,60,-87.64,41.86
"(-87.75, 41.97)",Hazard,On Road,00:00,56,-87.75,41.97
"(-87.66, 41.9)",Hazard,On Road,00:00,56,-87.66,41.9
"(-87.61, 41.89)",Hazard,On Road,00:00,56,-87.61,41.89
"(-87.74, 41.82)",Hazard,On Road,00:00,53,-87.74,41.82
"(-87.64, 41.87)",Hazard,On Road,00:00,53,-87.64,41.87
"(-87.63, 41.89)",Hazard,On Road,00:00,53,-87.63,41.89
"(-87.7, 41.92)",Hazard,On Road,00:00,50,-87.7,41.92
"(-87.65, 41.89)",Hazard,On Road,01:00,69,-87.65,41.89
"(-87.66, 41.9)",Hazard,On Road,01:00,59,-87.66,41.9
"(-87.62, 41.89)",Hazard,On Road,01:00,52,-87.62,41.89
"(-87.64, 41.85)",Hazard,On Road,01:00,51,-87.64,41.85
"(-87.67, 41.88)",Hazard,On Road,01:00,50,-87.67,41.88
"(-87.64, 41.86)",Hazard,On Road,01:00,50,-87.64,41.86
"(-87.65, 41.88)",Hazard,On Road,01:00,47,-87.65,41.88
"(-87.69, 41.93)",Hazard,On Road,01:00,43,-87.69,41.93
"(-87.63, 41.84)",Hazard,On Road,01:00,41,-87.63,41.84
"(-87.75, 41.97)",Hazard,On Road,01:00,39,-87.75,41.97
"(-87.67, 41.88)",Hazard,On Road,02:00,60,-87.67,41.88
"(-87.65, 41.89)",Hazard,On Road,02:00,58,-87.65,41.89
"(-87.63, 41.81)",Hazard,On Road,02:00,54,-87.63,41.81
"(-87.65, 41.88)",Hazard,On Road,02:00,53,-87.65,41.88
"(-87.64, 41.89)",Hazard,On Road,02:00,51,-87.64,41.89
"(-87.64, 41.85)",Hazard,On Road,02:00,48,-87.64,41.85
"(-87.64, 41.86)",Hazard,On Road,02:00,47,-87.64,41.86
"(-87.64, 41.87)",Hazard,On Road,02:00,47,-87.64,41.87
"(-87.66, 41.9)",Hazard,On Road,02:00,43,-87.66,41.9
"(-87.71, 41.99)",Hazard,On Road,02:00,41,-87.71,41.99
"(-87.67, 41.88)",Hazard,On Road,03:00,90,-87.67,41.88
"(-87.65, 41.88)",Hazard,On Road,03:00,80,-87.65,41.88
"(-87.75, 41.97)",Hazard,On Road,03:00,54,-87.75,41.97
"(-87.63, 41.81)",Hazard,On Road,03:00,52,-87.63,41.81
"(-87.65, 41.89)",Hazard,On Road,03:00,48,-87.65,41.89
"(-87.66, 41.9)",Hazard,On Road,03:00,45,-87.66,41.9
"(-87.64, 41.87)",Hazard,On Road,03:00,39,-87.64,41.87
"(-87.67, 41.92)",Hazard,On Road,03:00,35,-87.67,41.92
